item_name,current_price,old_price_element,item_discount_element,item_link,discount
Fashion Wide Band Satin Hair Bonnet Sleeping Cap Hair Bonnet Satin Bonnet Silk Hair Cap,290.0,,36.0,/fashion-wide-band-satin-hair-bonnet-sleeping-cap-hair-bonnet-satin-bonnet-silk-hair-cap-130223019.html,36.0
4 In 1 Undergarment Underwear Storage Drawer Organizer,1345.0,9.0,21.0,/generic-4-in-1-undergarment-underwear-storage-drawer-organizer-64046257.html,21.0
Fashion 3PCs Softest Comfy Printed Newborn Baby Caps,399.0,,20.0,/fashion-3pcs-softest-comfy-printed-newborn-baby-caps-29430993.html,20.0
Power King >2 // 6 Outlet Power Extension  Cable > 6 Way,899.0,,1.0,/2-6-outlet-power-extension-cable-6-way-power-king-mpg1917576.html,1.0
Smart Watch Can Install SIM Card-call Watch,1327.0,1.0,38.0,/generic-smart-watch-can-install-sim-card-call-watch-67555091.html,38.0
Wireless Bluetooth Mouse Rechargeable,589.0,2.0,49.0,/generic-wireless-bluetooth-mouse-rechargeable-121281336.html,49.0
Fashion 6PCs Happy Men's Socks - Multicolour,479.0,,20.0,/6pcs-happy-mens-socks-multicolour-fashion-mpg301380.html,20.0
NIVEA Rich Nourishing Body Lotion 400ml,613.0,,4.0,/nivea-rich-nourishing-body-lotion-400ml-67957603.html,4.0
Ofia Super-bass Stereo Earphones - White.,249.0,,45.0,/ofia-super-bass-stereo-earphones-white.-155210019.html,45.0
"Sokany 3 In 1 Sandwich, Waffle Maker & Grill",3232.0,0.0,8.0,/3-in-1-sandwich-waffle-maker-grill-sokany-mpg353072.html,8.0
Fashion Women's Shoes Sandals High Heels Lace Straps Casual Summer Sandals Princess Shoes,999.0,9.0,29.0,/fashion-womens-shoes-sandals-high-heels-lace-straps-casual-summer-sandals-princess-shoes-69823218.html,29.0
Lenovo HT38 Bluetooth Earphones 5.0 TWS Bluetooth Earbuds,899.0,8.0,44.0,/lenovo-ht38-bluetooth-earphones-5.0-tws-bluetooth-earbuds-158981523.html,44.0
"Amtec Sub Woofer Sound System-BT/USB/FM-8,000 WATTS-",4375.0,0.0,20.0,/sub-woofer-sound-system-btusbfm-8000-watts-amtec-mpg576273.html,20.0
AB Wheel Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,1500.0,0.0,40.0,/ab-wheel-double-wheel-abs-roller-tummy-trimmer-free-knee-mat-43429417.html,40.0
"Vitron HTC3200S,Frameless 32 Inch Smart Android  TV Appstore +FREE Wall Bracket/Mount",15699.0,0.0,22.0,/vitron-htc3200sframeless-32-inch-smart-android-tv-appstore-free-wall-bracketmount-35019810.html,22.0
M25 Bluetooth Headphones TWS Wireless Earphones Touch Control Noise Reduction Stereo Earpods Gaming Headsets With Mic,1099.0,0.0,27.0,/generic-m25-bluetooth-headphones-tws-wireless-earphones-touch-control-noise-reduction-stereo-earpods-gaming-headsets-with-mic-166205928.html,27.0
"Vitron HTC4388FS,43''SMART TV Android Frameless TV,NetflixYoutube+FREE TVGuard+Bracket",24445.0,0.0,19.0,/vitron-htc4388fs43smart-tv-android-frameless-tvnetflixyoutubefree-tvguardbracket-30832336.html,19.0
Nice & Lovely Body Milk Lotion 600Ml,425.0,,2.0,/nice-lovely-body-milk-lotion-600ml-nice-lovely-mpg376186.html,2.0
Maybelline Superstay Matte Ink Liquid Lipstick - 75 Fighter,1840.0,0.0,20.0,/maybelline-superstay-matte-ink-liquid-lipstick-75-fighter-16252915.html,20.0
Wireless Bluetooth Earphone Neck Hanging Sports,544.0,0.0,47.0,/generic-wireless-bluetooth-earphone-neck-hanging-sports-100684280.html,47.0
WiFi Wireless Cameras 1080P HD 360° Security Camera Outdoor,1378.0,0.0,49.0,/generic-wifi-wireless-cameras-1080p-hd-360-security-camera-outdoor-153773440.html,49.0
Gas Burner With Grill For 3kg And 6kg  Cylinder,1500.0,0.0,50.0,/generic-gas-burner-with-grill-for-3kg-and-6kg-cylinder-153670553.html,50.0
2.4G  And Bluetooth 5.2/3.0 Three Modes Wireless RGB Mouse,550.0,,43.0,/generic-2.4g-and-bluetooth-5.23.0-three-modes-wireless-rgb-mouse-67680885.html,43.0
Fashion Men Short Wallets Business Billfold Horizontal Wallet Credit Card Holder-Black,279.0,,44.0,/fashion-men-short-wallets-business-billfold-horizontal-wallet-credit-card-holder-black-152071390.html,44.0
"Home Design ROTATING 14""-55"" TILT ROTATING WALL MOUNT BRACKET",915.0,0.0,17.0,/home-design-rotating-14-55-tilt-rotating-wall-mount-bracket-49849502.html,17.0
Bluetooth Earphones Wireless Headphones Headset,950.0,0.0,21.0,/generic-bluetooth-earphones-wireless-headphones-headset-152705692.html,21.0
"True 10"" Ring Light LED Fill Light + TWO Tripod",2210.0,3.0,43.0,/generic-true-10-ring-light-led-fill-light-two-tripod-63054732.html,43.0
"Vitron Sub-woofer, FM Wireless Bluetooth,USB,FM-10000W PMPO",5672.0,9.0,2.0,/sub-woofer-fm-wireless-bluetoothusbfm-10000w-pmpo-vitron-mpg1890047.html,2.0
Iconix Ic-4210 2.1CH Sub Woofer System BLUETOOTH SD/USB/FM+ Free Cap And Bt Earpiece,3999.0,0.0,47.0,/ic-4210-2.1ch-sub-woofer-system-bluetooth-sdusbfm-free-cap-and-bt-earpiece-iconix-mpg1128324.html,47.0
"Vitron 4388FS 43"" Full HD Smart  TV Netflix Youtube Free Power GUARD & Wall Bracket",24399.0,99.0,10.0,/vitron-4388fs-43-full-hd-smart-tv-netflix-youtube-free-power-guard-wall-bracket-162603584.html,10.0
Fashion Women's Three Circle Winding Bracelet Strap Quartz Wrist Watch Gold,689.0,,28.0,/fashion-womens-three-circle-winding-bracelet-strap-quartz-wrist-watch-gold-45540962.html,28.0
Fashion 6PCs Happy Men's Socks - Multicolour,479.0,,20.0,/6pcs-happy-mens-socks-multicolour-fashion-mpg301380.html,20.0
NIVEA Rich Nourishing Body Lotion 400ml,613.0,,4.0,/nivea-rich-nourishing-body-lotion-400ml-67957603.html,4.0
Ofia Super-bass Stereo Earphones - White.,249.0,,45.0,/ofia-super-bass-stereo-earphones-white.-155210019.html,45.0
"Sokany 3 In 1 Sandwich, Waffle Maker & Grill",3232.0,0.0,8.0,/3-in-1-sandwich-waffle-maker-grill-sokany-mpg353072.html,8.0
Fashion Women's Shoes Sandals High Heels Lace Straps Casual Summer Sandals Princess Shoes,999.0,9.0,29.0,/fashion-womens-shoes-sandals-high-heels-lace-straps-casual-summer-sandals-princess-shoes-69823218.html,29.0
Lenovo HT38 Bluetooth Earphones 5.0 TWS Bluetooth Earbuds,899.0,8.0,44.0,/lenovo-ht38-bluetooth-earphones-5.0-tws-bluetooth-earbuds-158981523.html,44.0
"Amtec Sub Woofer Sound System-BT/USB/FM-8,000 WATTS-",4375.0,0.0,20.0,/sub-woofer-sound-system-btusbfm-8000-watts-amtec-mpg576273.html,20.0
AB Wheel Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,1500.0,0.0,40.0,/ab-wheel-double-wheel-abs-roller-tummy-trimmer-free-knee-mat-43429417.html,40.0
"Vitron HTC3200S,Frameless 32 Inch Smart Android  TV Appstore +FREE Wall Bracket/Mount",15699.0,0.0,22.0,/vitron-htc3200sframeless-32-inch-smart-android-tv-appstore-free-wall-bracketmount-35019810.html,22.0
M25 Bluetooth Headphones TWS Wireless Earphones Touch Control Noise Reduction Stereo Earpods Gaming Headsets With Mic,1099.0,0.0,27.0,/generic-m25-bluetooth-headphones-tws-wireless-earphones-touch-control-noise-reduction-stereo-earpods-gaming-headsets-with-mic-166205928.html,27.0
"Vitron HTC4388FS,43''SMART TV Android Frameless TV,NetflixYoutube+FREE TVGuard+Bracket",24445.0,0.0,19.0,/vitron-htc4388fs43smart-tv-android-frameless-tvnetflixyoutubefree-tvguardbracket-30832336.html,19.0
Nice & Lovely Body Milk Lotion 600Ml,425.0,,2.0,/nice-lovely-body-milk-lotion-600ml-nice-lovely-mpg376186.html,2.0
Maybelline Superstay Matte Ink Liquid Lipstick - 75 Fighter,1840.0,0.0,20.0,/maybelline-superstay-matte-ink-liquid-lipstick-75-fighter-16252915.html,20.0
WiFi Wireless Cameras 1080P HD 360° Security Camera Outdoor,1378.0,0.0,49.0,/generic-wifi-wireless-cameras-1080p-hd-360-security-camera-outdoor-153773440.html,49.0
Gas Burner With Grill For 3kg And 6kg  Cylinder,1500.0,0.0,50.0,/generic-gas-burner-with-grill-for-3kg-and-6kg-cylinder-153670553.html,50.0
2.4G  And Bluetooth 5.2/3.0 Three Modes Wireless RGB Mouse,550.0,,43.0,/generic-2.4g-and-bluetooth-5.23.0-three-modes-wireless-rgb-mouse-67680885.html,43.0
Fashion Men Short Wallets Business Billfold Horizontal Wallet Credit Card Holder-Black,279.0,,44.0,/fashion-men-short-wallets-business-billfold-horizontal-wallet-credit-card-holder-black-152071390.html,44.0
"Home Design ROTATING 14""-55"" TILT ROTATING WALL MOUNT BRACKET",915.0,0.0,17.0,/home-design-rotating-14-55-tilt-rotating-wall-mount-bracket-49849502.html,17.0
Bluetooth Earphones Wireless Headphones Headset,950.0,0.0,21.0,/generic-bluetooth-earphones-wireless-headphones-headset-152705692.html,21.0
"True 10"" Ring Light LED Fill Light + TWO Tripod",2210.0,3.0,43.0,/generic-true-10-ring-light-led-fill-light-two-tripod-63054732.html,43.0
"Vitron Sub-woofer, FM Wireless Bluetooth,USB,FM-10000W PMPO",5672.0,9.0,2.0,/sub-woofer-fm-wireless-bluetoothusbfm-10000w-pmpo-vitron-mpg1890047.html,2.0
Iconix Ic-4210 2.1CH Sub Woofer System BLUETOOTH SD/USB/FM+ Free Cap And Bt Earpiece,3999.0,0.0,47.0,/ic-4210-2.1ch-sub-woofer-system-bluetooth-sdusbfm-free-cap-and-bt-earpiece-iconix-mpg1128324.html,47.0
"Vitron 4388FS 43"" Full HD Smart  TV Netflix Youtube Free Power GUARD & Wall Bracket",24399.0,99.0,10.0,/vitron-4388fs-43-full-hd-smart-tv-netflix-youtube-free-power-guard-wall-bracket-162603584.html,10.0
Fashion Women's Three Circle Winding Bracelet Strap Quartz Wrist Watch Gold,689.0,,28.0,/fashion-womens-three-circle-winding-bracelet-strap-quartz-wrist-watch-gold-45540962.html,28.0
MK Fridge Guard - Surge Protector + FREE Mobi Gift,630.0,,26.0,/mk-fridge-guard-surge-protector-free-mobi-gift-93773577.html,26.0
A9 Portable LED Light Crack Bluetooth Speaker U Disk-Green,395.0,,50.0,/generic-a9-portable-led-light-crack-bluetooth-speaker-u-disk-green-47849739.html,50.0
Fashion Women Faux Pearl Ear Studs Earrings Wedding Party-,82.0,,50.0,/fashion-women-faux-pearl-ear-studs-earrings-wedding-party-48041361.html,50.0
Solar Light Motion Sensor Solar Light,990.0,0.0,48.0,/solar-light-motion-sensor-solar-light-72411263.html,48.0
Premier Quartz Portable Electric Room Heater/ Warmer,2280.0,0.0,43.0,/premier-quartz-portable-electric-room-heater-warmer-101135275.html,43.0
"P47 Bluetooth Headphone, Wireless",650.0,0.0,46.0,/p47-bluetooth-headphone-wireless-115447988.html,46.0
Solarmax 80AH Battery  + Sunlight Fullkit 100w Solar Panel + 300w Inverter + 10 Amp Charge Controller + 5 Bulbs + 10m Cable,11999.0,0.0,45.0,/solarmax-80ah-battery-sunlight-fullkit-100w-solar-panel-300w-inverter-10-amp-charge-controller-5-bulbs-10m-cable-147447280.html,45.0
Fashion 2Pcs/Set Best Friends Tai Chi Yin Yang Hollow Pendant Split Matching Necklace,161.0,,49.0,/fashion-2pcsset-best-friends-tai-chi-yin-yang-hollow-pendant-split-matching-necklace-43535332.html,49.0
Fashion 3PACK Hottest Seamless Silky Freesize Thong Panties(hips 34-42inches),545.0,,39.0,/fashion-3pack-hottest-seamless-silky-freesize-thong-pantieships-34-42inches-33372158.html,39.0
Micolor 2 In 1 Fit Me Primer + Pro. Setting Spray Fixer Matte Makeup,330.0,,34.0,/2-in-1-fit-me-primer-pro.-setting-spray-fixer-matte-makeup-micolor-mpg1933793.html,34.0
"Itel A18, 5.0"" Display, 32GB +1GB (Dual Sim) 2400mAh - Gray + Smart Watch & Airpods",7599.0,9.0,24.0,/itel-a18-5.0-display-32gb-1gb-dual-sim-2400mah-gray-smart-watch-airpods-99667417.html,24.0
Eye Lash Adhesive Glue Eye Lashes Glue,179.0,,40.0,/ash-adhesive-glue-eye-mpg319369.html,40.0
Fashion 4 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,999.0,8.0,44.0,/fashion-4-pcs-women-bags-ladies-bags-handbags-purse-shoulder-bags-tote-bags-hobo-bags-56785326.html,44.0
Fashion Ladies Anklets Personality Multi-layer Anklets For Lady,199.0,,34.0,/fashion-ladies-anklets-personality-multi-layer-anklets-for-lady-43146398.html,34.0
Fashion Men Short Wallet Business Billfold Black Wallet PU Leather Wallet Card Holder,299.0,,40.0,/fashion-men-short-wallet-business-billfold-black-wallet-pu-leather-wallet-card-holder-152071349.html,40.0
Qwen Mini Wireless Mouse  & Keyboard Combo -Black,1270.0,0.0,37.0,/qwen-mini-wireless-mouse-keyboard-combo-black-65472353.html,37.0
Sunlight 2 in 1 Hand Washing Powder Tropical Sensations - 500g,190.0,,9.0,/sunlight-2-in-1-hand-washing-powder-tropical-sensations-500g-122421710.html,9.0
Fashion Wide Band Satin Hair Bonnet Sleeping Cap Hair Bonnet Satin Bonnet Silk Hair Cap,290.0,,36.0,/fashion-wide-band-satin-hair-bonnet-sleeping-cap-hair-bonnet-satin-bonnet-silk-hair-cap-130223019.html,36.0
4 In 1 Undergarment Underwear Storage Drawer Organizer,1345.0,9.0,21.0,/generic-4-in-1-undergarment-underwear-storage-drawer-organizer-64046257.html,21.0
Fashion 3PCs Softest Comfy Printed Newborn Baby Caps,399.0,,20.0,/fashion-3pcs-softest-comfy-printed-newborn-baby-caps-29430993.html,20.0
Power King >2 // 6 Outlet Power Extension  Cable > 6 Way,899.0,,1.0,/2-6-outlet-power-extension-cable-6-way-power-king-mpg1917576.html,1.0
Smart Watch Can Install SIM Card-call Watch,1327.0,1.0,38.0,/generic-smart-watch-can-install-sim-card-call-watch-67555091.html,38.0
Wireless Bluetooth Mouse Rechargeable,589.0,2.0,49.0,/generic-wireless-bluetooth-mouse-rechargeable-121281336.html,49.0
Fashion 6PCs Happy Men's Socks - Multicolour,479.0,,20.0,/6pcs-happy-mens-socks-multicolour-fashion-mpg301380.html,20.0
NIVEA Rich Nourishing Body Lotion 400ml,613.0,,4.0,/nivea-rich-nourishing-body-lotion-400ml-67957603.html,4.0
Ofia Super-bass Stereo Earphones - White.,249.0,,45.0,/ofia-super-bass-stereo-earphones-white.-155210019.html,45.0
"Sokany 3 In 1 Sandwich, Waffle Maker & Grill",3232.0,0.0,8.0,/3-in-1-sandwich-waffle-maker-grill-sokany-mpg353072.html,8.0
Fashion Women's Shoes Sandals High Heels Lace Straps Casual Summer Sandals Princess Shoes,999.0,9.0,29.0,/fashion-womens-shoes-sandals-high-heels-lace-straps-casual-summer-sandals-princess-shoes-69823218.html,29.0
Lenovo HT38 Bluetooth Earphones 5.0 TWS Bluetooth Earbuds,899.0,8.0,44.0,/lenovo-ht38-bluetooth-earphones-5.0-tws-bluetooth-earbuds-158981523.html,44.0
"Amtec Sub Woofer Sound System-BT/USB/FM-8,000 WATTS-",4375.0,0.0,20.0,/sub-woofer-sound-system-btusbfm-8000-watts-amtec-mpg576273.html,20.0
AB Wheel Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,1500.0,0.0,40.0,/ab-wheel-double-wheel-abs-roller-tummy-trimmer-free-knee-mat-43429417.html,40.0
"Vitron HTC3200S,Frameless 32 Inch Smart Android  TV Appstore +FREE Wall Bracket/Mount",15699.0,0.0,22.0,/vitron-htc3200sframeless-32-inch-smart-android-tv-appstore-free-wall-bracketmount-35019810.html,22.0
M25 Bluetooth Headphones TWS Wireless Earphones Touch Control Noise Reduction Stereo Earpods Gaming Headsets With Mic,1099.0,0.0,27.0,/generic-m25-bluetooth-headphones-tws-wireless-earphones-touch-control-noise-reduction-stereo-earpods-gaming-headsets-with-mic-166205928.html,27.0
"Vitron HTC4388FS,43''SMART TV Android Frameless TV,NetflixYoutube+FREE TVGuard+Bracket",24445.0,0.0,19.0,/vitron-htc4388fs43smart-tv-android-frameless-tvnetflixyoutubefree-tvguardbracket-30832336.html,19.0
Nice & Lovely Body Milk Lotion 600Ml,425.0,,2.0,/nice-lovely-body-milk-lotion-600ml-nice-lovely-mpg376186.html,2.0
Maybelline Superstay Matte Ink Liquid Lipstick - 75 Fighter,1840.0,0.0,20.0,/maybelline-superstay-matte-ink-liquid-lipstick-75-fighter-16252915.html,20.0
Wireless Bluetooth Earphone Neck Hanging Sports,544.0,0.0,47.0,/generic-wireless-bluetooth-earphone-neck-hanging-sports-100684280.html,47.0
WiFi Wireless Cameras 1080P HD 360° Security Camera Outdoor,1378.0,0.0,49.0,/generic-wifi-wireless-cameras-1080p-hd-360-security-camera-outdoor-153773440.html,49.0
Gas Burner With Grill For 3kg And 6kg  Cylinder,1500.0,0.0,50.0,/generic-gas-burner-with-grill-for-3kg-and-6kg-cylinder-153670553.html,50.0
Qwen Wireless Earbuds Bluetooth Headset With Mirror,899.0,0.0,40.0,/qwen-wireless-earbuds-bluetooth-headset-with-mirror-126026479.html,40.0
2.4G  And Bluetooth 5.2/3.0 Three Modes Wireless RGB Mouse,550.0,,43.0,/generic-2.4g-and-bluetooth-5.23.0-three-modes-wireless-rgb-mouse-67680885.html,43.0
Fashion Men Short Wallets Business Billfold Horizontal Wallet Credit Card Holder-Black,279.0,,44.0,/fashion-men-short-wallets-business-billfold-horizontal-wallet-credit-card-holder-black-152071390.html,44.0
Amtec X-BASS SUB WOOFER MULTIMEDIA SYSTEM-BT/FM/USB,4464.0,0.0,44.0,/amtec-x-bass-sub-woofer-multimedia-system-btfmusb-55387281.html,44.0
24Pcs 3cm Plastic Christmas Tree Balls Baubles Home-21#,632.0,4.0,50.0,/generic-24pcs-3cm-plastic-christmas-tree-balls-baubles-home-21-47831400.html,50.0
"3 In 1 Sandwich, Waffle Maker & Grill",3232.0,0.0,8.0,/3-in-1-sandwich-waffle-maker-grill-generic-mpg1273959.html,8.0
Basketball Quality Big Basketball Ball,995.0,0.0,38.0,/generic-basketball-quality-big-basketball-ball-132426154.html,38.0
Fashion 100% Genuine Leather Belt For Mens Pin Buckle Pure Leather Belts For Men Durable,1349.0,0.0,48.0,/fashion-100-genuine-leather-belt-for-mens-pin-buckle-pure-leather-belts-for-men-durable-140503129.html,48.0
10A/20A/30A/50A/60A/80A/100A Solar Charge Controller,908.0,3.0,33.0,/generic-10a20a30a50a60a80a100a-solar-charge-controller-121675911.html,33.0
T&G PORTABLE WIRELESS BLUETOOTH SPEAKER - BLACK,1500.0,0.0,25.0,/tg-portable-wireless-bluetooth-speaker-black-115739028.html,25.0
USB Wifi Wireless Adapter Wifi Dongle High Speed Wifi Dongle Wifi Adapter,590.0,,26.0,/generic-usb-wifi-wireless-adapter-wifi-dongle-high-speed-wifi-dongle-wifi-adapter-120778368.html,26.0
Fashion 6PCs Disney Cotton Girls Panties+Free Panty Bag,645.0,,19.0,/fashion-6pcs-disney-cotton-girls-pantiesfree-panty-bag-34419870.html,19.0
Fashion Men's Hip Hop Titanium Steel Cuban Chain Necklace,250.0,,17.0,/fashion-mens-hip-hop-titanium-steel-cuban-chain-necklace-49084336.html,17.0
"Infinix Hot 30i, Disp 6.6''// 4RAM +128GB ROM//13MP// Android 12//Ksly+BT+O+R+MW+C -N/A",16999.0,0.0,23.0,/infinix-hot-30i-disp-6.6-4ram-128gb-rom13mp-android-12kslybtormwc-na-126842543.html,23.0
"Infinix X1 32"" Inch Frameless Bluetooth Smart Android TV HDMI USB+FREE TV Guard+Bracket",15999.0,0.0,47.0,/infinix-x1-32-inch-frameless-bluetooth-smart-android-tv-hdmi-usbfree-tv-guardbracket-38754974.html,47.0
NIVEA Express Hydration Body Lotion For Women - 200ml,270.0,,25.0,/express-hydration-body-lotion-for-women-200ml-nivea-mpg434332.html,25.0
Amazing 2 Pcs Kitchen Non Slip Mat.,1699.0,0.0,15.0,/generic-amazing-2-pcs-kitchen-non-slip-mat.-59740857.html,15.0
Fashion Hair Steamer Cap Thermal Steamer Deep Conditioning Hair Heat Cap,849.0,0.0,32.0,/fashion-hair-steamer-cap-thermal-steamer-deep-conditioning-hair-heat-cap-66197926.html,32.0
Fashion Maybelline Eyeliner +Kajal Extra Black Black,499.0,,23.0,/fashion-maybelline-eyeliner-kajal-extra-black-black-68634721.html,23.0
"HP Notebook 15-Intel Celeron (N Series)-512GB SSD+8GB RAM-15.6""-Windows 11-Black+Bag+Flash",53999.0,0.0,10.0,/hp-notebook-15-intel-celeron-n-series-512gb-ssd8gb-ram-15.6-windows-11-blackbagflash-101902732.html,10.0
MK TV Guard  + Fridge Guard For Samsung Double Door Fridge+ A FREE 5 Way Extension,1800.0,0.0,10.0,/mk-tv-guard-fridge-guard-for-samsung-double-door-fridge-a-free-5-way-extension-151235314.html,10.0
Afrie 2.4GHz Wireless Rechargeable Mouse Slient Mouse 2,369.0,,50.0,/afrie-2.4ghz-wireless-rechargeable-mouse-slient-mouse-2-123367488.html,50.0
Vitron HD Frameless 32 Inch Digital LED TV WithInbuilt Decoder+BRACKET+GUARD,13850.0,0.0,42.0,/hd-frameless-32-inch-digital-led-tv-withinbuilt-decoderbracketguard-vitron-mpg1522039.html,42.0
P47 Bluetooth Wireless Headphone+ Bluetooth Earpods +Selfie Stick,1330.0,0.0,11.0,/p47-bluetooth-wireless-headphone-bluetooth-earpods-selfie-stick-151329419.html,11.0
Nunix 2200W Blow Dry Hair Dryer,1790.0,0.0,11.0,/nunix-2200w-blow-dry-hair-dryer-102592328.html,11.0
Sony PS4 Pad Dual Shock 4 - Wireless Controller,2936.0,0.0,41.0,/sony-ps4-pad-dual-shock-4-wireless-controller-103990535.html,41.0
"Sokany AMAZING HOME POPCORN MAKER MACHINE,.",3587.0,0.0,20.0,/sokany-amazing-home-popcorn-maker-machine.-131218885.html,20.0
Ediko Black 6 Panel Sports Hat - Mesh Men's Baseball Cap,799.0,0.0,33.0,/ediko-black-6-panel-sports-hat-mesh-mens-baseball-cap-43707461.html,33.0
New SmartWatch Bluetooth Calls Fitness Bracelet Waterproof,1105.0,9.0,44.0,/generic-new-smartwatch-bluetooth-calls-fitness-bracelet-waterproof-151081873.html,44.0
Back Posture Corrector Belt Men Women Back Posture Corrector Shoulder Support Bel,650.0,0.0,46.0,/generic-back-posture-corrector-belt-men-women-back-posture-corrector-shoulder-support-bel-68406206.html,46.0
Fluffy Duvet Gray,4200.0,0.0,24.0,/generic-fluffy-duvet-gray-80410635.html,24.0
"Solar Light Split Solar Wall Lamp With Led, Motion Sensor, Waterproof, Patio ,garden, Pathway",1950.0,0.0,44.0,/split-solar-wall-lamp-with-74-led-motion-sensor-waterproof-patio-garden-pathway-solar-lamps-mpg400957.html,44.0
2.4G Wireless Charging Mouse Black  Emit Seven Colors Of Light,490.0,,30.0,/generic-2.4g-wireless-charging-mouse-black-emit-seven-colors-of-light-151594998.html,30.0
Fashion 1 Pair Women Girls Fashion Elegant Shiny Rhinestones Ear-,72.0,,50.0,/fashion-1-pair-women-girls-fashion-elegant-shiny-rhinestones-ear-48039827.html,50.0
